policy_loss,value_loss,sample_time,update_time
-0.015623430721461773,1968.729736328125,4.194062232971191,1.4063849449157715
-0.02081397920846939,1415.77880859375,1.1069905757904053,0.7241942882537842
-0.03516772389411926,1434.686279296875,1.0718994140625,0.8817288875579834
-0.03430042043328285,1347.3756103515625,1.0695643424987793,0.7619943618774414
-0.037315674126148224,1501.30029296875,1.1499228477478027,0.764167070388794
-0.05271993577480316,1443.654541015625,1.1054179668426514,0.9808213710784912
-0.029942622408270836,1492.484130859375,1.047213077545166,0.6468832492828369
-0.022495975717902184,1352.2598876953125,1.0429141521453857,0.624849796295166
-0.03485186770558357,1378.6319580078125,1.1609103679656982,0.7379460334777832
-0.03938804194331169,1508.706298828125,1.0499744415283203,0.7335624694824219
-0.018164660781621933,1545.955322265625,1.0568842887878418,0.5949122905731201
-0.02354435622692108,1507.5867919921875,1.1234431266784668,0.6226973533630371
-0.01264442689716816,1491.6104736328125,1.0485694408416748,0.5687377452850342
-0.01952710561454296,1515.76220703125,1.0489985942840576,0.6051933765411377
-0.020543500781059265,1536.02685546875,1.0492181777954102,0.6126751899719238
-0.011651847511529922,1566.45751953125,1.0594260692596436,0.5591390132904053
-0.01250227726995945,1577.81103515625,1.0530436038970947,0.568845272064209
-0.01706884056329727,1658.5379638671875,1.0489451885223389,0.59987473487854
-0.012807557359337807,1534.12353515625,1.047713279724121,0.683067798614502
-0.014862990006804466,1703.177734375,1.0528068542480469,0.5941896438598633
-0.015260836109519005,1715.826416015625,1.068143367767334,0.588639497756958
-0.017060711979866028,1616.1441650390625,1.0473785400390625,0.5942120552062988
-0.016653429716825485,1687.4322509765625,1.0799965858459473,0.574962854385376
-0.017337458208203316,1702.7764892578125,1.0596024990081787,0.6085436344146729
-0.012739884667098522,1570.260986328125,1.0467474460601807,0.565706729888916
-0.020576462149620056,1693.2200927734375,1.0568573474884033,0.6092572212219238
-0.010538352653384209,1788.191162109375,1.0523769855499268,0.5666570663452148
-0.014600652270019054,1677.0855712890625,1.1509301662445068,0.5882062911987305
-0.014114630408585072,1821.773193359375,1.0495984554290771,0.587212324142456
-0.015693223103880882,1780.8948974609375,1.0594758987426758,0.607445478439331
-0.01595422625541687,1729.2867431640625,1.0537371635437012,0.6121499538421631
-0.014492854475975037,1642.139892578125,1.048280954360962,0.5889003276824951
-0.013716807588934898,1681.1685791015625,1.0482897758483887,0.5878560543060303
-0.014950834214687347,1692.8878173828125,1.0570292472839355,0.61429762840271
-0.01045176200568676,1801.8175048828125,1.052776575088501,0.565993070602417
-0.0220620259642601,1758.0362548828125,1.053720235824585,0.6768755912780762
-0.01525970920920372,1835.1094970703125,1.0709221363067627,0.6082279682159424
-0.014625012874603271,1790.400146484375,1.048234224319458,0.5889830589294434
