policy_loss,value_loss,sample_time,update_time
-0.0053841290064156055,2130.449462890625,3.921849489212036,0.997687816619873
-0.02170715108513832,1496.639404296875,3.6291186809539795,0.7422502040863037
-0.054641760885715485,1501.406005859375,3.6122331619262695,1.0969057083129883
-0.015751700848340988,1592.1839599609375,3.5076680183410645,0.6083981990814209
-0.030643125995993614,1619.0775146484375,3.5959248542785645,0.7223374843597412
-0.03930682688951492,1589.0347900390625,3.5341625213623047,0.840069055557251
-0.040218330919742584,1661.1197509765625,3.70643949508667,0.7985751628875732
-0.03491876274347305,1599.7698974609375,3.8530445098876953,0.7651510238647461
-0.019727760925889015,1590.11767578125,3.7466654777526855,0.6941936016082764
-0.016074243932962418,1589.11279296875,3.622708559036255,0.6274003982543945
