policy_loss,value_loss,sample_time,update_time
-0.015612860210239887,1953.2275390625,4.10183310508728,1.2938008308410645
-0.03984507918357849,1520.830810546875,1.1832962036132812,1.0037014484405518
-0.03649432212114334,1365.908203125,1.1025278568267822,0.7831346988677979
-0.04805178567767143,1410.645751953125,1.0942234992980957,0.916557788848877
-0.022374646738171577,1430.7802734375,1.1437702178955078,0.608696460723877
-0.024959739297628403,1444.946533203125,1.083519697189331,0.6356892585754395
-0.02273758500814438,1532.2454833984375,1.093991756439209,0.6083645820617676
-0.020689649507403374,1458.9105224609375,1.0999600887298584,0.6305320262908936
-0.02252854034304619,1487.41552734375,1.1073641777038574,0.7756328582763672
-0.018579337745904922,1498.906005859375,1.1409633159637451,0.6409575939178467
