policy_loss,value_loss,sample_time,update_time
-0.012317303568124771,17.124067306518555,5.2830586433410645,7.233245372772217
-0.038975007832050323,7.547605514526367,2.66400408744812,8.555361986160278
-0.02199683152139187,4.557185173034668,2.6216161251068115,2.956418991088867
-0.012038522399961948,5.075288772583008,2.6010971069335938,1.9476394653320312
-0.016400137916207314,4.1803154945373535,2.56050443649292,2.380624532699585
-0.01274197082966566,6.0048956871032715,2.74761700630188,2.1856226921081543
-0.013598665595054626,4.507729530334473,2.6514782905578613,2.2796578407287598
-0.017480524256825447,4.945497989654541,3.1841909885406494,2.4120185375213623
-0.014061275869607925,6.034998893737793,2.760868549346924,2.3274121284484863
-0.017978424206376076,4.928207874298096,2.633101224899292,2.4215633869171143
-0.017148457467556,3.774190902709961,2.8458333015441895,2.3591880798339844
-0.013167421333491802,6.238745212554932,3.1685404777526855,2.195763111114502
-0.013750012032687664,6.176610469818115,3.157370090484619,2.130824089050293
-0.014996926300227642,5.866001129150391,2.6655163764953613,2.475250720977783
-0.01461712084710598,6.426125526428223,3.059743881225586,2.2021803855895996
-0.013211827725172043,5.724877834320068,2.5797786712646484,2.0029635429382324
-0.015761522576212883,3.75502872467041,2.788560152053833,2.3221054077148438
-0.016496069729328156,4.704728603363037,2.6634061336517334,2.6944215297698975
-0.015470809303224087,4.040358543395996,2.7831993103027344,2.6137683391571045
-0.01392178051173687,3.5986900329589844,2.6656289100646973,2.1582350730895996
