policy_loss,value_loss,sample_time,update_time
-0.027723371982574463,18.204452514648438,5.162643671035767,10.729024410247803
-0.030927080661058426,7.720038890838623,2.6312413215637207,4.290859699249268
-0.016221389174461365,5.16084098815918,2.5876495838165283,2.400840997695923
-0.019565744325518608,3.135387897491455,2.5678529739379883,3.09989857673645
-0.0175339262932539,5.177089691162109,2.6931393146514893,3.050717830657959
-0.011538439430296421,5.164646148681641,2.7959842681884766,2.0129196643829346
-0.019461292773485184,3.8562328815460205,2.5851564407348633,2.977412462234497
-0.016872109845280647,3.879894495010376,2.6015000343322754,2.2939908504486084
-0.008114255964756012,3.6198947429656982,2.5757458209991455,1.8960061073303223
-0.014111614786088467,5.234263896942139,2.628314256668091,2.2915186882019043
-0.017892634496092796,3.442493200302124,2.5518975257873535,2.2334163188934326
-0.015561789274215698,4.972614288330078,2.7190449237823486,2.316720485687256
-0.01935855858027935,3.3945608139038086,2.611607313156128,2.509291887283325
-0.013812161050736904,3.3088936805725098,2.5354154109954834,2.190741539001465
-0.01632608473300934,4.218497276306152,2.594865083694458,2.3331491947174072
-0.013488580472767353,3.523317813873291,2.516590118408203,2.0226521492004395
-0.010761125013232231,5.032070159912109,2.746877670288086,2.081796884536743
-0.016253141686320305,3.7293689250946045,2.552100896835327,2.157367706298828
-0.021409932523965836,3.9958338737487793,2.62014102935791,3.0358805656433105
-0.01727812923491001,4.547848701477051,2.65136456489563,2.663877248764038
-0.011861374601721764,4.143597602844238,2.6050708293914795,1.9815735816955566
-0.02911580540239811,4.504999160766602,2.69273042678833,4.7243897914886475
-0.010243568569421768,5.980782985687256,2.6350185871124268,1.995574712753296
-0.016786856576800346,5.040076732635498,2.621056079864502,2.200251340866089
-0.014196800999343395,6.363217830657959,2.647822380065918,2.1159749031066895
-0.020292989909648895,4.400656223297119,2.628539800643921,2.542963743209839
-0.02069520577788353,4.258362770080566,2.6344027519226074,2.9255142211914062
-0.013409319333732128,4.481914520263672,2.743183135986328,1.9343087673187256
-0.015623167157173157,7.140366077423096,2.6137967109680176,2.1208748817443848
-0.022019056603312492,4.37741231918335,2.589642286300659,2.6282224655151367
-0.019175929948687553,5.453253269195557,2.7686166763305664,2.484060049057007
-0.027892787009477615,5.699265480041504,2.6544017791748047,3.997699022293091
-0.01834007352590561,3.2572429180145264,2.616450071334839,2.5814261436462402
-0.030094696208834648,5.6551923751831055,2.5955021381378174,3.222614288330078
-0.014240867458283901,3.850399971008301,2.603148937225342,1.908794641494751
-0.04042459651827812,5.372558116912842,2.6511027812957764,5.55234169960022
-0.012126494199037552,5.371006011962891,2.6231603622436523,1.923879623413086
-0.014245889149606228,5.953115463256836,2.594330072402954,1.8395156860351562
-0.02309444174170494,3.0548038482666016,2.627002000808716,3.016479969024658
-0.027115406468510628,3.115964651107788,2.547321081161499,3.970661163330078
-0.012902761809527874,3.9067814350128174,2.5642127990722656,2.0209836959838867
-0.04075121507048607,4.072037220001221,2.598445177078247,6.061532497406006
-0.020223412662744522,5.818803310394287,2.639298677444458,2.7421486377716064
-0.021647872403264046,2.8938608169555664,2.6194584369659424,2.6052064895629883
-0.0154576962813735,5.007806777954102,2.6255850791931152,2.1385700702667236
-0.013246617279946804,4.695140361785889,2.5514414310455322,2.1666176319122314
-0.020703187212347984,2.0049240589141846,2.5212466716766357,2.488130807876587
-0.011872531846165657,3.8783695697784424,2.480224609375,1.9100372791290283
-0.014266709797084332,3.6141555309295654,2.6588220596313477,2.071632146835327
