policy_loss,value_loss,sample_time,update_time
-0.010570346377789974,19.275840759277344,5.701928377151489,5.472645998001099
-0.02084120362997055,13.84565258026123,2.8375792503356934,4.3852221965789795
-0.033232640475034714,7.538797378540039,2.8525869846343994,4.342097759246826
-0.030680879950523376,5.010537147521973,2.6022822856903076,3.846665143966675
-0.013754095882177353,4.969286918640137,2.597477436065674,1.4948155879974365
-0.010127541609108448,3.8622705936431885,2.788239002227783,1.5909905433654785
-0.018679209053516388,3.1424219608306885,2.6076059341430664,1.807405948638916
-0.01147221215069294,2.5858891010284424,2.5779104232788086,1.3219659328460693
-0.015465597622096539,4.4929633140563965,2.680638313293457,1.376664161682129
-0.020369742065668106,3.924025058746338,2.6416778564453125,1.5861952304840088
-0.018443383276462555,2.540531873703003,2.5380210876464844,1.7291252613067627
-0.01724032126367092,5.421187877655029,2.6977055072784424,1.504737138748169
-0.014649935998022556,2.8716068267822266,2.449251651763916,1.2307043075561523
-0.015950610861182213,3.8189077377319336,2.51027774810791,1.3660683631896973
-0.023057540878653526,2.5479726791381836,2.598933696746826,2.170506238937378
-0.037258464843034744,2.1858456134796143,2.5396156311035156,4.347869873046875
-0.018453655764460564,5.4558258056640625,2.680896759033203,1.5185472965240479
-0.017005555331707,2.8619561195373535,2.602008581161499,1.3555989265441895
-0.016553154215216637,2.974107265472412,2.546189546585083,1.6198623180389404
-0.015615494921803474,3.5687291622161865,2.6098573207855225,1.3552663326263428
